year,cd,Industry,Income,District_number,State,cd_name,scaled
2021,12_NC,Educationalservices healthcare socialassistance,150k and more,12,North Carolina,us-nc-12,1
2021,12_NJ,Educationalservices healthcare socialassistance,150k and more,12,New Jersey,us-nj-12,1
2021,12_NY,Professional services,150k and more,12,New York,us-ny-12,2
2021,12_OH,Educationalservices healthcare socialassistance,50k-74k,12,Ohio,us-oh-12,1
2021,12_PA,Educationalservices healthcare socialassistance,50k-74k,12,Pennsylvania,us-pa-12,1
2021,12_TX,Educationalservices healthcare socialassistance,100k-149k,12,Texas,us-tx-12,1
2021,13_CA,Educationalservices healthcare socialassistance,50k-74k,13,California,us-ca-13,1
2021,13_FL,Educationalservices healthcare socialassistance,50k-74k,13,Florida,us-fl-13,1
2021,13_GA,Educationalservices healthcare socialassistance,50k-74k,13,Georgia,us-ga-13,1
2021,13_IL,Educationalservices healthcare socialassistance,50k-74k,13,Illinois,us-il-13,1
2021,13_MI,Educationalservices healthcare socialassistance,50k-74k,13,Michigan,us-mi-13,1
2021,13_NC,Educationalservices healthcare socialassistance,100k-149k,13,North Carolina,us-nc-13,1
2021,13_NY,Educationalservices healthcare socialassistance,50k-74k,13,New York,us-ny-13,1
2021,13_OH,Educationalservices healthcare socialassistance,50k-74k,13,Ohio,us-oh-13,1
2021,13_PA,Educationalservices healthcare socialassistance,50k-74k,13,Pennsylvania,us-pa-13,1
2021,13_TX,Educationalservices healthcare socialassistance,50k-74k,13,Texas,us-tx-13,1
2021,14_CA,Professional services,150k and more,14,California,us-ca-14,2
2021,14_FL,Educationalservices healthcare socialassistance,50k-74k,14,Florida,us-fl-14,1
2021,14_GA,Manufacturing,50k-74k,14,Georgia,us-ga-14,4
2021,14_IL,Educationalservices healthcare socialassistance,100k-149k,14,Illinois,us-il-14,1
2021,14_NC,Educationalservices healthcare socialassistance,150k and more,14,North Carolina,us-nc-14,1
2021,14_NY,Educationalservices healthcare socialassistance,100k-149k,14,New York,us-ny-14,1
2021,14_OH,Manufacturing,50k-74k,14,Ohio,us-oh-14,4
2021,14_PA,Educationalservices healthcare socialassistance,50k-74k,14,Pennsylvania,us-pa-14,1
2021,14_TX,Educationalservices healthcare socialassistance,150k and more,14,Texas,us-tx-14,1
2021,15_CA,Professional services,150k and more,15,California,us-ca-15,2
2021,15_FL,Educationalservices healthcare socialassistance,50k-74k,15,Florida,us-fl-15,1
2021,15_IL,Educationalservices healthcare socialassistance,50k-74k,15,Illinois,us-il-15,1
2021,15_NY,Educationalservices healthcare socialassistance,50k-74k,15,New York,us-ny-15,1
2021,15_OH,Educationalservices healthcare socialassistance,100k-149k,15,Ohio,us-oh-15,1
2021,15_PA,Educationalservices healthcare socialassistance,50k-74k,15,Pennsylvania,us-pa-15,1
2021,15_TX,Educationalservices healthcare socialassistance,50k-74k,15,Texas,us-tx-15,1
2021,16_CA,Professional services,150k and more,16,California,us-ca-16,2
2021,16_FL,Educationalservices healthcare socialassistance,50k-74k,16,Florida,us-fl-16,1
2021,16_IL,Educationalservices healthcare socialassistance,50k-74k,16,Illinois,us-il-16,1
2021,16_NY,Educationalservices healthcare socialassistance,150k and more,16,New York,us-ny-16,1
2021,16_PA,Educationalservices healthcare socialassistance,50k-74k,16,Pennsylvania,us-pa-16,1
2021,16_TX,Educationalservices healthcare socialassistance,50k-74k,16,Texas,us-tx-16,1
2021,17_CA,Professional services,150k and more,17,California,us-ca-17,2
2021,17_FL,Educationalservices healthcare socialassistance,50k-74k,17,Florida,us-fl-17,1
2021,17_IL,Educationalservices healthcare socialassistance,50k-74k,17,Illinois,us-il-17,1
2021,17_NY,Educationalservices healthcare socialassistance,150k and more,17,New York,us-ny-17,1
2021,17_PA,Educationalservices healthcare socialassistance,150k and more,17,Pennsylvania,us-pa-17,1
2021,17_TX,Educationalservices healthcare socialassistance,50k-74k,17,Texas,us-tx-17,1
2021,18_CA,Professional services,150k and more,18,California,us-ca-18,2
2021,18_FL,Educationalservices healthcare socialassistance,50k-74k,18,Florida,us-fl-18,1
2021,18_NY,Educationalservices healthcare socialassistance,150k and more,18,New York,us-ny-18,1
2021,18_TX,Educationalservices healthcare socialassistance,50k-74k,18,Texas,us-tx-18,1
2021,19_CA,Educationalservices healthcare socialassistance,150k and more,19,California,us-ca-19,1
2021,19_FL,Educationalservices healthcare socialassistance,50k-74k,19,Florida,us-fl-19,1
2021,19_NY,Educationalservices healthcare socialassistance,50k-74k,19,New York,us-ny-19,1
2021,19_TX,Educationalservices healthcare socialassistance,50k-74k,19,Texas,us-tx-19,1
2021,2_AL,Educationalservices healthcare socialassistance,50k-74k,2,Alabama,us-al-02,1
2021,2_AR,Educationalservices healthcare socialassistance,50k-74k,2,Arkansas,us-ar-02,1
2021,2_AZ,Educationalservices healthcare socialassistance,50k-74k,2,Arizona,us-az-02,1
2021,2_CA,Educationalservices healthcare socialassistance,150k and more,2,California,us-ca-02,1
2021,2_CO,Educationalservices healthcare socialassistance,150k and more,2,Colorado,us-co-02,1
2021,2_CT,Educationalservices healthcare socialassistance,150k and more,2,Connecticut,us-ct-02,1
2021,2_FL,Educationalservices healthcare socialassistance,50k-74k,2,Florida,us-fl-02,1
2021,2_GA,Educationalservices healthcare socialassistance,50k-74k,2,Georgia,us-ga-02,1
2021,2_HI,Educationalservices healthcare socialassistance,150k and more,2,Hawaii,us-hi-02,1
2021,2_IA,Educationalservices healthcare socialassistance,50k-74k,2,Iowa,us-ia-02,1
2021,2_ID,Educationalservices healthcare socialassistance,50k-74k,2,Idaho,us-id-02,1
2021,2_IL,Educationalservices healthcare socialassistance,50k-74k,2,Illinois,us-il-02,1
2021,2_IN,Manufacturing,50k-74k,2,Indiana,us-in-02,4
2021,2_KS,Educationalservices healthcare socialassistance,50k-74k,2,Kansas,us-ks-02,1
2021,2_KY,Educationalservices healthcare socialassistance,50k-74k,2,Kentucky,us-ky-02,1
2021,2_LA,Educationalservices healthcare socialassistance,50k-74k,2,Louisiana,us-la-02,1
2021,2_MA,Educationalservices healthcare socialassistance,150k and more,2,Massachusetts,us-ma-02,1
2021,2_MD,Educationalservices healthcare socialassistance,150k and more,2,Maryland,us-md-02,1
2021,2_ME,Educationalservices healthcare socialassistance,50k-74k,2,Maine,us-me-02,1
2021,2_MI,Manufacturing,50k-74k,2,Michigan,us-mi-02,4
2021,2_MN,Educationalservices healthcare socialassistance,150k and more,2,Minnesota,us-mn-02,1
2021,2_MO,Educationalservices healthcare socialassistance,150k and more,2,Missouri,us-mo-02,1
2021,2_MS,Educationalservices healthcare socialassistance,50k-74k,2,Mississippi,us-ms-02,1
2021,2_MT,Educationalservices healthcare socialassistance,50k-74k,2,Montana,us-mt-02,1
2021,2_NC,Professional services,150k and more,2,North Carolina,us-nc-02,2
2021,2_NE,Educationalservices healthcare socialassistance,100k-149k,2,Nebraska,us-ne-02,1
2021,2_NH,Educationalservices healthcare socialassistance,150k and more,2,New Hampshire,us-nh-02,1
2021,2_NJ,Educationalservices healthcare socialassistance,100k-149k,2,New Jersey,us-nj-02,1
2021,2_NM,Educationalservices healthcare socialassistance,50k-74k,2,New Mexico,us-nm-02,1
2021,2_NV,Educationalservices healthcare socialassistance,100k-149k,2,Nevada,us-nv-02,1
2021,2_NY,Educationalservices healthcare socialassistance,150k and more,2,New York,us-ny-02,1
2021,2_OH,Educationalservices healthcare socialassistance,50k-74k,2,Ohio,us-oh-02,1
2021,2_OK,Educationalservices healthcare socialassistance,50k-74k,2,Oklahoma,us-ok-02,1
2021,2_OR,Educationalservices healthcare socialassistance,50k-74k,2,Oregon,us-or-02,1
2021,2_PA,Educationalservices healthcare socialassistance,50k-74k,2,Pennsylvania,us-pa-02,1
2021,2_RI,Educationalservices healthcare socialassistance,100k-149k,2,Rhode Island,us-ri-02,1
2021,2_SC,Educationalservices healthcare socialassistance,50k-74k,2,South Carolina,us-sc-02,1
2021,2_TN,Educationalservices healthcare socialassistance,50k-74k,2,Tennessee,us-tn-02,1
2021,2_TX,Educationalservices healthcare socialassistance,150k and more,2,Texas,us-tx-02,1
2021,2_UT,Educationalservices healthcare socialassistance,100k-149k,2,Utah,us-ut-02,1
2021,2_VA,Educationalservices healthcare socialassistance,100k-149k,2,Virginia,us-va-02,1
2021,2_WA,Educationalservices healthcare socialassistance,100k-149k,2,Washington,us-wa-02,1
2021,2_WI,Educationalservices healthcare socialassistance,150k and more,2,Wisconsin,us-wi-02,1
2021,2_WV,Educationalservices healthcare socialassistance,50k-74k,2,West Virginia,us-wv-02,1
2021,20_CA,Educationalservices healthcare socialassistance,50k-74k,20,California,us-ca-20,1
2021,20_FL,Educationalservices healthcare socialassistance,50k-74k,20,Florida,us-fl-20,1
2021,20_NY,Educationalservices healthcare socialassistance,100k-149k,20,New York,us-ny-20,1
2021,20_TX,Educationalservices healthcare socialassistance,50k-74k,20,Texas,us-tx-20,1
2021,21_CA,Educationalservices healthcare socialassistance,50k-74k,21,California,us-ca-21,1
2021,21_FL,Educationalservices healthcare socialassistance,50k-74k,21,Florida,us-fl-21,1
2021,21_NY,Educationalservices healthcare socialassistance,50k-74k,21,New York,us-ny-21,1
2021,21_TX,Educationalservices healthcare socialassistance,100k-149k,21,Texas,us-tx-21,1
2021,22_CA,Educationalservices healthcare socialassistance,50k-74k,22,California,us-ca-22,1
2021,22_FL,Educationalservices healthcare socialassistance,150k and more,22,Florida,us-fl-22,1
2021,22_NY,Educationalservices healthcare socialassistance,50k-74k,22,New York,us-ny-22,1
2021,22_TX,Educationalservices healthcare socialassistance,150k and more,22,Texas,us-tx-22,1
2021,23_CA,Educationalservices healthcare socialassistance,50k-74k,23,California,us-ca-23,1
2021,23_FL,Educationalservices healthcare socialassistance,150k and more,23,Florida,us-fl-23,1
2021,23_NY,Educationalservices healthcare socialassistance,50k-74k,23,New York,us-ny-23,1
2021,23_TX,Educationalservices healthcare socialassistance,150k and more,23,Texas,us-tx-23,1
2021,24_CA,Educationalservices healthcare socialassistance,150k and more,24,California,us-ca-24,1
2021,24_FL,Educationalservices healthcare socialassistance,50k-74k,24,Florida,us-fl-24,1
2021,24_NY,Educationalservices healthcare socialassistance,50k-74k,24,New York,us-ny-24,1
2021,24_TX,Professional services,150k and more,24,Texas,us-tx-24,2
2021,25_CA,Educationalservices healthcare socialassistance,50k-74k,25,California,us-ca-25,1
2021,25_FL,Educationalservices healthcare socialassistance,150k and more,25,Florida,us-fl-25,1
2021,25_NY,Educationalservices healthcare socialassistance,50k-74k,25,New York,us-ny-25,1
2021,25_TX,Educationalservices healthcare socialassistance,50k-74k,25,Texas,us-tx-25,1
2021,26_CA,Educationalservices healthcare socialassistance,150k and more,26,California,us-ca-26,1
2021,26_FL,Educationalservices healthcare socialassistance,50k-74k,26,Florida,us-fl-26,1
2021,26_NY,Educationalservices healthcare socialassistance,50k-74k,26,New York,us-ny-26,1
2021,26_TX,Educationalservices healthcare socialassistance,150k and more,26,Texas,us-tx-26,1
2021,27_CA,Educationalservices healthcare socialassistance,150k and more,27,California,us-ca-27,1
2021,27_FL,Educationalservices healthcare socialassistance,150k and more,27,Florida,us-fl-27,1
2021,27_TX,Educationalservices healthcare socialassistance,50k-74k,27,Texas,us-tx-27,1
2021,28_CA,Educationalservices healthcare socialassistance,150k and more,28,California,us-ca-28,1
2021,28_FL,Educationalservices healthcare socialassistance,50k-74k,28,Florida,us-fl-28,1
2021,28_TX,Educationalservices healthcare socialassistance,50k-74k,28,Texas,us-tx-28,1
2021,29_CA,Educationalservices healthcare socialassistance,150k and more,29,California,us-ca-29,1
2021,29_TX,Construction,50k-74k,29,Texas,us-tx-29,6
2021,3_AL,Educationalservices healthcare socialassistance,50k-74k,3,Alabama,us-al-03,1
2021,3_AR,Educationalservices healthcare socialassistance,50k-74k,3,Arkansas,us-ar-03,1
2021,3_AZ,Educationalservices healthcare socialassistance,50k-74k,3,Arizona,us-az-03,1
2021,3_CA,Educationalservices healthcare socialassistance,150k and more,3,California,us-ca-03,1
2021,3_CO,Educationalservices healthcare socialassistance,50k-74k,3,Colorado,us-co-03,1
2021,3_CT,Educationalservices healthcare socialassistance,150k and more,3,Connecticut,us-ct-03,1
2021,3_FL,Educationalservices healthcare socialassistance,50k-74k,3,Florida,us-fl-03,1
2021,3_GA,Educationalservices healthcare socialassistance,50k-74k,3,Georgia,us-ga-03,1
2021,3_IA,Educationalservices healthcare socialassistance,50k-74k,3,Iowa,us-ia-03,1
2021,3_IL,Educationalservices healthcare socialassistance,150k and more,3,Illinois,us-il-03,1
2021,3_IN,Manufacturing,50k-74k,3,Indiana,us-in-03,4
2021,3_KS,Educationalservices healthcare socialassistance,150k and more,3,Kansas,us-ks-03,1
2021,3_KY,Educationalservices healthcare socialassistance,50k-74k,3,Kentucky,us-ky-03,1
2021,3_LA,Educationalservices healthcare socialassistance,50k-74k,3,Louisiana,us-la-03,1
2021,3_MA,Educationalservices healthcare socialassistance,150k and more,3,Massachusetts,us-ma-03,1
2021,3_MD,Educationalservices healthcare socialassistance,150k and more,3,Maryland,us-md-03,1
2021,3_MI,Manufacturing,50k-74k,3,Michigan,us-mi-03,4
2021,3_MN,Educationalservices healthcare socialassistance,150k and more,3,Minnesota,us-mn-03,1
2021,3_MO,Educationalservices healthcare socialassistance,100k-149k,3,Missouri,us-mo-03,1
2021,3_MS,Educationalservices healthcare socialassistance,50k-74k,3,Mississippi,us-ms-03,1
2021,3_NC,Educationalservices healthcare socialassistance,50k-74k,3,North Carolina,us-nc-03,1
2021,3_NE,Educationalservices healthcare socialassistance,50k-74k,3,Nebraska,us-ne-03,1
2021,3_NJ,Educationalservices healthcare socialassistance,150k and more,3,New Jersey,us-nj-03,1
2021,3_NM,Educationalservices healthcare socialassistance,50k-74k,3,New Mexico,us-nm-03,1
2021,3_NV,Arts entertainment and foodservices,50k-74k,3,Nevada,us-nv-03,3
2021,3_NY,Educationalservices healthcare socialassistance,150k and more,3,New York,us-ny-03,1
2021,3_OH,Educationalservices healthcare socialassistance,50k-74k,3,Ohio,us-oh-03,1
2021,3_OK,Educationalservices healthcare socialassistance,50k-74k,3,Oklahoma,us-ok-03,1
2021,3_OR,Educationalservices healthcare socialassistance,50k-74k,3,Oregon,us-or-03,1
2021,3_PA,Educationalservices healthcare socialassistance,50k-74k,3,Pennsylvania,us-pa-03,1
2021,3_SC,Educationalservices healthcare socialassistance,50k-74k,3,South Carolina,us-sc-03,1
2021,3_TN,Educationalservices healthcare socialassistance,50k-74k,3,Tennessee,us-tn-03,1
2021,3_TX,Educationalservices healthcare socialassistance,150k and more,3,Texas,us-tx-03,1
2021,3_UT,Educationalservices healthcare socialassistance,50k-74k,3,Utah,us-ut-03,1
2021,3_VA,Educationalservices healthcare socialassistance,50k-74k,3,Virginia,us-va-03,1
2021,3_WA,Educationalservices healthcare socialassistance,100k-149k,3,Washington,us-wa-03,1
2021,3_WI,Educationalservices healthcare socialassistance,50k-74k,3,Wisconsin,us-wi-03,1
2021,30_CA,Educationalservices healthcare socialassistance,150k and more,30,California,us-ca-30,1
2021,30_TX,Educationalservices healthcare socialassistance,50k-74k,30,Texas,us-tx-30,1
2021,31_CA,Educationalservices healthcare socialassistance,150k and more,31,California,us-ca-31,1
2021,31_TX,Educationalservices healthcare socialassistance,100k-149k,31,Texas,us-tx-31,1
2021,32_CA,Educationalservices healthcare socialassistance,150k and more,32,California,us-ca-32,1
2021,32_TX,Professional services,150k and more,32,Texas,us-tx-32,2
2021,33_CA,Transportation warehousing utilities,50k-74k,33,California,us-ca-33,7
2021,33_TX,Construction,50k-74k,33,Texas,us-tx-33,6
2021,34_CA,Educationalservices healthcare socialassistance,50k-74k,34,California,us-ca-34,1
2021,34_TX,Educationalservices healthcare socialassistance,50k-74k,34,Texas,us-tx-34,1
2021,35_CA,Educationalservices healthcare socialassistance,150k and more,35,California,us-ca-35,1
2021,35_TX,Educationalservices healthcare socialassistance,50k-74k,35,Texas,us-tx-35,1
2021,36_CA,Professional services,150k and more,36,California,us-ca-36,2
2021,36_TX,Educationalservices healthcare socialassistance,50k-74k,36,Texas,us-tx-36,1
2021,37_CA,Professional services,150k and more,37,California,us-ca-37,2
2021,37_TX,Professional services,150k and more,37,Texas,us-tx-37,2
2021,38_CA,Educationalservices healthcare socialassistance,150k and more,38,California,us-ca-38,1
2021,38_TX,Educationalservices healthcare socialassistance,150k and more,38,Texas,us-tx-38,1
2021,39_CA,Educationalservices healthcare socialassistance,150k and more,39,California,us-ca-39,1
2021,4_AL,Manufacturing,50k-74k,4,Alabama,us-al-04,4
2021,4_AR,Educationalservices healthcare socialassistance,50k-74k,4,Arkansas,us-ar-04,1
2021,4_AZ,Educationalservices healthcare socialassistance,50k-74k,4,Arizona,us-az-04,1
2021,4_CA,Educationalservices healthcare socialassistance,150k and more,4,California,us-ca-04,1
2021,4_CO,Educationalservices healthcare socialassistance,150k and more,4,Colorado,us-co-04,1
2021,4_CT,Educationalservices healthcare socialassistance,150k and more,4,Connecticut,us-ct-04,1
2021,4_FL,Educationalservices healthcare socialassistance,50k-74k,4,Florida,us-fl-04,1
2021,4_GA,Educationalservices healthcare socialassistance,50k-74k,4,Georgia,us-ga-04,1
2021,4_IA,Educationalservices healthcare socialassistance,50k-74k,4,Iowa,us-ia-04,1
2021,4_IL,Educationalservices healthcare socialassistance,50k-74k,4,Illinois,us-il-04,1
2021,4_IN,Manufacturing,50k-74k,4,Indiana,us-in-04,4
2021,4_KS,Educationalservices healthcare socialassistance,50k-74k,4,Kansas,us-ks-04,1
2021,4_KY,Educationalservices healthcare socialassistance,100k-149k,4,Kentucky,us-ky-04,1
2021,4_LA,Educationalservices healthcare socialassistance,50k-74k,4,Louisiana,us-la-04,1
2021,4_MA,Educationalservices healthcare socialassistance,150k and more,4,Massachusetts,us-ma-04,1
2021,4_MD,Educationalservices healthcare socialassistance,150k and more,4,Maryland,us-md-04,1
2021,4_MI,Manufacturing,50k-74k,4,Michigan,us-mi-04,4
2021,4_MN,Educationalservices healthcare socialassistance,150k and more,4,Minnesota,us-mn-04,1
2021,4_MO,Educationalservices healthcare socialassistance,50k-74k,4,Missouri,us-mo-04,1
2021,4_MS,Educationalservices healthcare socialassistance,50k-74k,4,Mississippi,us-ms-04,1
2021,4_NC,Educationalservices healthcare socialassistance,150k and more,4,North Carolina,us-nc-04,1
2021,4_NJ,Educationalservices healthcare socialassistance,150k and more,4,New Jersey,us-nj-04,1
2021,4_NV,Arts entertainment and foodservices,100k-149k,4,Nevada,us-nv-04,3
2021,4_NY,Educationalservices healthcare socialassistance,150k and more,4,New York,us-ny-04,1
2021,4_OH,Manufacturing,50k-74k,4,Ohio,us-oh-04,4
2021,4_OK,Educationalservices healthcare socialassistance,50k-74k,4,Oklahoma,us-ok-04,1
2021,4_OR,Educationalservices healthcare socialassistance,50k-74k,4,Oregon,us-or-04,1
2021,4_PA,Educationalservices healthcare socialassistance,150k and more,4,Pennsylvania,us-pa-04,1
2021,4_SC,Manufacturing,50k-74k,4,South Carolina,us-sc-04,4
2021,4_TN,Manufacturing,50k-74k,4,Tennessee,us-tn-04,4
2021,4_TX,Educationalservices healthcare socialassistance,50k-74k,4,Texas,us-tx-04,1
2021,4_UT,Educationalservices healthcare socialassistance,100k-149k,4,Utah,us-ut-04,1
2021,4_VA,Educationalservices healthcare socialassistance,50k-74k,4,Virginia,us-va-04,1
2021,4_WA,Educationalservices healthcare socialassistance,50k-74k,4,Washington,us-wa-04,1
2021,4_WI,Educationalservices healthcare socialassistance,50k-74k,4,Wisconsin,us-wi-04,1
2021,40_CA,Educationalservices healthcare socialassistance,150k and more,40,California,us-ca-40,1
2021,41_CA,Educationalservices healthcare socialassistance,150k and more,41,California,us-ca-41,1
2021,42_CA,Educationalservices healthcare socialassistance,50k-74k,42,California,us-ca-42,1
2021,43_CA,Educationalservices healthcare socialassistance,150k and more,43,California,us-ca-43,1
2021,44_CA,Educationalservices healthcare socialassistance,50k-74k,44,California,us-ca-44,1
2021,45_CA,Educationalservices healthcare socialassistance,150k and more,45,California,us-ca-45,1
2021,46_CA,Educationalservices healthcare socialassistance,150k and more,46,California,us-ca-46,1
2021,47_CA,Educationalservices healthcare socialassistance,150k and more,47,California,us-ca-47,1
2021,48_CA,Educationalservices healthcare socialassistance,150k and more,48,California,us-ca-48,1
2021,49_CA,Professional services,150k and more,49,California,us-ca-49,2
2021,5_AL,Educationalservices healthcare socialassistance,150k and more,5,Alabama,us-al-05,1
2021,5_AZ,Educationalservices healthcare socialassistance,150k and more,5,Arizona,us-az-05,1
2021,5_CA,Educationalservices healthcare socialassistance,50k-74k,5,California,us-ca-05,1
2021,5_CO,Educationalservices healthcare socialassistance,100k-149k,5,Colorado,us-co-05,1
2021,5_CT,Educationalservices healthcare socialassistance,150k and more,5,Connecticut,us-ct-05,1
2021,5_FL,Educationalservices healthcare socialassistance,150k and more,5,Florida,us-fl-05,1
2021,5_GA,Professional services,150k and more,5,Georgia,us-ga-05,2
2021,5_IL,Professional services,150k and more,5,Illinois,us-il-05,2
2021,5_IN,Educationalservices healthcare socialassistance,150k and more,5,Indiana,us-in-05,1
2021,5_KY,Educationalservices healthcare socialassistance,50k-74k,5,Kentucky,us-ky-05,1
2021,5_LA,Educationalservices healthcare socialassistance,50k-74k,5,Louisiana,us-la-05,1
2021,5_MA,Educationalservices healthcare socialassistance,150k and more,5,Massachusetts,us-ma-05,1
2021,5_MD,Public administration,150k and more,5,Maryland,us-md-05,5
2021,5_MI,Manufacturing,50k-74k,5,Michigan,us-mi-05,4
2021,5_MN,Educationalservices healthcare socialassistance,150k and more,5,Minnesota,us-mn-05,1
2021,5_MO,Educationalservices healthcare socialassistance,50k-74k,5,Missouri,us-mo-05,1
2021,5_NC,Educationalservices healthcare socialassistance,50k-74k,5,North Carolina,us-nc-05,1
2021,5_NJ,Educationalservices healthcare socialassistance,150k and more,5,New Jersey,us-nj-05,1
2021,5_NY,Educationalservices healthcare socialassistance,150k and more,5,New York,us-ny-05,1
2021,5_OH,Manufacturing,50k-74k,5,Ohio,us-oh-05,4
2021,5_OK,Educationalservices healthcare socialassistance,50k-74k,5,Oklahoma,us-ok-05,1
2021,5_OR,Educationalservices healthcare socialassistance,150k and more,5,Oregon,us-or-05,1
2021,5_PA,Educationalservices healthcare socialassistance,150k and more,5,Pennsylvania,us-pa-05,1
2021,5_SC,Manufacturing,50k-74k,5,South Carolina,us-sc-05,4
2021,5_TN,Educationalservices healthcare socialassistance,150k and more,5,Tennessee,us-tn-05,1
2021,5_TX,Educationalservices healthcare socialassistance,50k-74k,5,Texas,us-tx-05,1
2021,5_VA,Educationalservices healthcare socialassistance,150k and more,5,Virginia,us-va-05,1
2021,5_WA,Educationalservices healthcare socialassistance,50k-74k,5,Washington,us-wa-05,1
2021,5_WI,Manufacturing,150k and more,5,Wisconsin,us-wi-05,4
2021,50_CA,Professional services,150k and more,50,California,us-ca-50,2
2021,51_CA,Educationalservices healthcare socialassistance,150k and more,51,California,us-ca-51,1
2021,52_CA,Educationalservices healthcare socialassistance,100k-149k,52,California,us-ca-52,1
2021,6_AL,Educationalservices healthcare socialassistance,50k-74k,6,Alabama,us-al-06,1
2021,6_AZ,Educationalservices healthcare socialassistance,50k-74k,6,Arizona,us-az-06,1
2021,6_CA,Educationalservices healthcare socialassistance,50k-74k,6,California,us-ca-06,1
2021,6_CO,Educationalservices healthcare socialassistance,150k and more,6,Colorado,us-co-06,1
2021,6_FL,Educationalservices healthcare socialassistance,50k-74k,6,Florida,us-fl-06,1
2021,6_GA,Professional services,150k and more,6,Georgia,us-ga-06,2
2021,6_IL,Educationalservices healthcare socialassistance,150k and more,6,Illinois,us-il-06,1
2021,6_IN,Educationalservices healthcare socialassistance,50k-74k,6,Indiana,us-in-06,1
2021,6_KY,Educationalservices healthcare socialassistance,50k-74k,6,Kentucky,us-ky-06,1
2021,6_LA,Educationalservices healthcare socialassistance,150k and more,6,Louisiana,us-la-06,1
2021,6_MA,Educationalservices healthcare socialassistance,150k and more,6,Massachusetts,us-ma-06,1
2021,6_MD,Educationalservices healthcare socialassistance,150k and more,6,Maryland,us-md-06,1
2021,6_MI,Educationalservices healthcare socialassistance,150k and more,6,Michigan,us-mi-06,1
2021,6_MN,Educationalservices healthcare socialassistance,100k-149k,6,Minnesota,us-mn-06,1
2021,6_MO,Educationalservices healthcare socialassistance,50k-74k,6,Missouri,us-mo-06,1
2021,6_NC,Educationalservices healthcare socialassistance,50k-74k,6,North Carolina,us-nc-06,1
2021,6_NJ,Educationalservices healthcare socialassistance,150k and more,6,New Jersey,us-nj-06,1
2021,6_NY,Educationalservices healthcare socialassistance,50k-74k,6,New York,us-ny-06,1
2021,6_OH,Educationalservices healthcare socialassistance,50k-74k,6,Ohio,us-oh-06,1
2021,6_OR,Educationalservices healthcare socialassistance,100k-149k,6,Oregon,us-or-06,1
2021,6_PA,Educationalservices healthcare socialassistance,150k and more,6,Pennsylvania,us-pa-06,1
2021,6_SC,Educationalservices healthcare socialassistance,50k-74k,6,South Carolina,us-sc-06,1
2021,6_TN,Educationalservices healthcare socialassistance,50k-74k,6,Tennessee,us-tn-06,1
2021,6_TX,Educationalservices healthcare socialassistance,50k-74k,6,Texas,us-tx-06,1
2021,6_VA,Educationalservices healthcare socialassistance,50k-74k,6,Virginia,us-va-06,1
2021,6_WA,Educationalservices healthcare socialassistance,100k-149k,6,Washington,us-wa-06,1
2021,6_WI,Manufacturing,50k-74k,6,Wisconsin,us-wi-06,4
2021,7_AL,Educationalservices healthcare socialassistance,50k-74k,7,Alabama,us-al-07,1
2021,7_AZ,Educationalservices healthcare socialassistance,50k-74k,7,Arizona,us-az-07,1
2021,7_CA,Educationalservices healthcare socialassistance,100k-149k,7,California,us-ca-07,1
2021,7_CO,Educationalservices healthcare socialassistance,150k and more,7,Colorado,us-co-07,1
2021,7_FL,Educationalservices healthcare socialassistance,50k-74k,7,Florida,us-fl-07,1
2021,7_GA,Educationalservices healthcare socialassistance,150k and more,7,Georgia,us-ga-07,1
2021,7_IL,Educationalservices healthcare socialassistance,150k and more,7,Illinois,us-il-07,1
2021,7_IN,Educationalservices healthcare socialassistance,50k-74k,7,Indiana,us-in-07,1
2021,7_MA,Educationalservices healthcare socialassistance,150k and more,7,Massachusetts,us-ma-07,1
2021,7_MD,Educationalservices healthcare socialassistance,50k-74k,7,Maryland,us-md-07,1
2021,7_MI,Educationalservices healthcare socialassistance,50k-74k,7,Michigan,us-mi-07,1
2021,7_MN,Educationalservices healthcare socialassistance,50k-74k,7,Minnesota,us-mn-07,1
2021,7_MO,Educationalservices healthcare socialassistance,50k-74k,7,Missouri,us-mo-07,1
2021,7_NC,Educationalservices healthcare socialassistance,50k-74k,7,North Carolina,us-nc-07,1
2021,7_NJ,Educationalservices healthcare socialassistance,150k and more,7,New Jersey,us-nj-07,1
2021,7_NY,Educationalservices healthcare socialassistance,150k and more,7,New York,us-ny-07,1
2021,7_OH,Educationalservices healthcare socialassistance,150k and more,7,Ohio,us-oh-07,1
2021,7_PA,Educationalservices healthcare socialassistance,100k-149k,7,Pennsylvania,us-pa-07,1
2021,7_SC,Educationalservices healthcare socialassistance,50k-74k,7,South Carolina,us-sc-07,1
2021,7_TN,Educationalservices healthcare socialassistance,50k-74k,7,Tennessee,us-tn-07,1
2021,7_TX,Educationalservices healthcare socialassistance,150k and more,7,Texas,us-tx-07,1
2021,7_VA,Educationalservices healthcare socialassistance,150k and more,7,Virginia,us-va-07,1
2021,7_WA,Professional services,150k and more,7,Washington,us-wa-07,2
2021,7_WI,Manufacturing,50k-74k,7,Wisconsin,us-wi-07,4
2021,8_AZ,Educationalservices healthcare socialassistance,100k-149k,8,Arizona,us-az-08,1
2021,8_CA,Educationalservices healthcare socialassistance,150k and more,8,California,us-ca-08,1
