Income,income_value,education_range,education_value
25k-34k,0.073724959,Less than high school graduate,0.082920966
25k-34k,0.050905788,Less than high school graduate,0.058611716
25k-34k,0.049123274,Less than high school graduate,0.049609591
25k-34k,0.087507994,Less than high school graduate,0.102448542
25k-34k,0.096038778,Less than high school graduate,0.051999334
25k-34k,0.078648275,Less than high school graduate,0.136876804
25k-34k,0.09630123,Less than high school graduate,0.26255186
25k-34k,0.094341683,Less than high school graduate,0.081950423
25k-34k,0.089064468,Less than high school graduate,0.104214288
25k-34k,0.087779268,Less than high school graduate,0.072718749
25k-34k,0.114257149,Less than high school graduate,0.151007001
25k-34k,0.085338195,Less than high school graduate,0.102653392
25k-34k,0.080009766,Less than high school graduate,0.168929848
25k-34k,0.091843952,Less than high school graduate,0.070499119
25k-34k,0.096572863,Less than high school graduate,0.097686046
25k-34k,0.106150515,Less than high school graduate,0.147729059
25k-34k,0.041837322,Less than high school graduate,0.100447945
25k-34k,0.087288494,Less than high school graduate,0.081915482
25k-34k,0.091755329,Less than high school graduate,0.137714446
25k-34k,0.075998978,Less than high school graduate,0.096553964
25k-34k,0.083156913,Less than high school graduate,0.101139205
25k-34k,0.077490257,Less than high school graduate,0.163221789
25k-34k,0.095507315,Less than high school graduate,0.094938902
25k-34k,0.090581452,Less than high school graduate,0.063751893
25k-34k,0.077925322,Less than high school graduate,0.119550074
25k-34k,0.039684337,Less than high school graduate,0.078622757
25k-34k,0.097580444,Less than high school graduate,0.110564053
25k-34k,0.095570522,Less than high school graduate,0.096819526
25k-34k,0.096227167,Less than high school graduate,0.223136047
25k-34k,0.07736193,Less than high school graduate,0.101559693
25k-34k,0.101856822,Less than high school graduate,0.081581197
25k-34k,0.113683056,Less than high school graduate,0.271112032
25k-34k,0.032977022,Less than high school graduate,0.062963567
25k-34k,0.083641815,Less than high school graduate,0.121428442
25k-34k,0.078556604,Less than high school graduate,0.069648321
25k-34k,0.05813324,Less than high school graduate,0.106105163
25k-34k,0.095181229,Less than high school graduate,0.072022071
25k-34k,0.1059304,Less than high school graduate,0.13692741
25k-34k,0.029588552,Less than high school graduate,0.05023361
25k-34k,0.087845001,Less than high school graduate,0.080105678
25k-34k,0.094448407,Less than high school graduate,0.091627845
25k-34k,0.051706754,Less than high school graduate,0.09403427
25k-34k,0.076932086,Less than high school graduate,0.039504932
25k-34k,0.096693957,Less than high school graduate,0.118616536
25k-34k,0.051455229,Less than high school graduate,0.180653558
25k-34k,0.115190465,Less than high school graduate,0.160600828
25k-34k,0.0627719,Less than high school graduate,0.083997053
25k-34k,0.115235171,Less than high school graduate,0.242210199
25k-34k,0.057851151,Less than high school graduate,0.072147305
25k-34k,0.087229225,Less than high school graduate,0.113343361
25k-34k,0.088274382,Less than high school graduate,0.089113394
25k-34k,0.097884397,Less than high school graduate,0.143041842
25k-34k,0.102113476,Less than high school graduate,0.128729679
25k-34k,0.106499064,Less than high school graduate,0.0708839
25k-34k,0.090554596,Less than high school graduate,0.131409184
25k-34k,0.066888597,Less than high school graduate,0.107507438
25k-34k,0.061214482,Less than high school graduate,0.062408307
25k-34k,0.066433374,Less than high school graduate,0.059568252
25k-34k,0.102646821,Less than high school graduate,0.117351146
25k-34k,0.109833038,Less than high school graduate,0.127252486
25k-34k,0.065687919,Less than high school graduate,0.058519761
25k-34k,0.090287097,Less than high school graduate,0.067647942
25k-34k,0.09561589,Less than high school graduate,0.103587528
25k-34k,0.095377148,Less than high school graduate,0.100731362
25k-34k,0.092384074,Less than high school graduate,0.137846792
25k-34k,0.098972324,Less than high school graduate,0.085942069
25k-34k,0.097705587,Less than high school graduate,0.102076335
25k-34k,0.095626525,Less than high school graduate,0.124861777
25k-34k,0.063435435,Less than high school graduate,0.066144775
25k-34k,0.059047579,Less than high school graduate,0.063209287
25k-34k,0.103206527,Less than high school graduate,0.069554063
25k-34k,0.104848323,Less than high school graduate,0.098711552
25k-34k,0.0488926,Less than high school graduate,0.056956568
25k-34k,0.059775302,Less than high school graduate,0.046227543
25k-34k,0.116548105,Less than high school graduate,0.139595705
25k-34k,0.101471407,Less than high school graduate,0.071444625
25k-34k,0.066524231,Less than high school graduate,0.052453946
25k-34k,0.075268581,Less than high school graduate,0.082779788
25k-34k,0.071602664,Less than high school graduate,0.061793009
25k-34k,0.075689939,Less than high school graduate,0.101247532
25k-34k,0.116664068,Less than high school graduate,0.150517796
25k-34k,0.079832841,Less than high school graduate,0.118061659
25k-34k,0.045550387,Less than high school graduate,0.093983548
25k-34k,0.099832314,Less than high school graduate,0.120169937
25k-34k,0.115078009,Less than high school graduate,0.12773419
25k-34k,0.097497766,Less than high school graduate,0.126500584
25k-34k,0.096268552,Less than high school graduate,0.152102794
25k-34k,0.068124793,Less than high school graduate,0.082850902
25k-34k,0.089942962,Less than high school graduate,0.096987072
25k-34k,0.097448987,Less than high school graduate,0.085971225
25k-34k,0.069543824,Less than high school graduate,0.12253249
25k-34k,0.075026689,Less than high school graduate,0.092186873
25k-34k,0.066374902,Less than high school graduate,0.064583264
25k-34k,0.071490041,Less than high school graduate,0.076156569
25k-34k,0.06922461,Less than high school graduate,0.042207316
25k-34k,0.095577461,Less than high school graduate,0.086679919
25k-34k,0.090415658,Less than high school graduate,0.167495221
25k-34k,0.0946657,Less than high school graduate,0.113143125
25k-34k,0.066939966,Less than high school graduate,0.0707801
25k-34k,0.091004634,Less than high school graduate,0.117930765
25k-34k,0.124856407,Less than high school graduate,0.325533273
25k-34k,0.08970165,Less than high school graduate,0.125162841
25k-34k,0.089697178,Less than high school graduate,0.098425268
25k-34k,0.071660876,Less than high school graduate,0.078178175
25k-34k,0.104331566,Less than high school graduate,0.244251248
25k-34k,0.086143542,Less than high school graduate,0.127572116
25k-34k,0.08376462,Less than high school graduate,0.089288655
25k-34k,0.084170408,Less than high school graduate,0.144511192
25k-34k,0.089484316,Less than high school graduate,0.165739745
25k-34k,0.077703894,Less than high school graduate,0.060033104
25k-34k,0.091531388,Less than high school graduate,0.076615346
25k-34k,0.079483821,Less than high school graduate,0.16078019
25k-34k,0.06325862,Less than high school graduate,0.132339597
25k-34k,0.111743903,Less than high school graduate,0.138353734
25k-34k,0.085377286,Less than high school graduate,0.082423332
25k-34k,0.074293575,Less than high school graduate,0.115249115
25k-34k,0.097081842,Less than high school graduate,0.200592023
25k-34k,0.076223761,Less than high school graduate,0.075322936
25k-34k,0.091859935,Less than high school graduate,0.091506477
25k-34k,0.091140676,Less than high school graduate,0.149200457
25k-34k,0.061379257,Less than high school graduate,0.145846081
25k-34k,0.096639719,Less than high school graduate,0.147337405
25k-34k,0.094466574,Less than high school graduate,0.080634593
25k-34k,0.053095884,Less than high school graduate,0.062163022
25k-34k,0.059507774,Less than high school graduate,0.139930266
25k-34k,0.087235214,Less than high school graduate,0.114340782
25k-34k,0.092014888,Less than high school graduate,0.150474979
25k-34k,0.061584805,Less than high school graduate,0.121777098
25k-34k,0.086477931,Less than high school graduate,0.159993379
25k-34k,0.096444682,Less than high school graduate,0.182341952
25k-34k,0.082878769,Less than high school graduate,0.244561889
25k-34k,0.168257593,Less than high school graduate,0.380440311
25k-34k,0.109273651,Less than high school graduate,0.127140028
25k-34k,0.101269934,Less than high school graduate,0.12338856
25k-34k,0.114257084,Less than high school graduate,0.28620846
25k-34k,0.06358809,Less than high school graduate,0.075610631
25k-34k,0.092033184,Less than high school graduate,0.09796002
25k-34k,0.072125625,Less than high school graduate,0.071525616
25k-34k,0.104659587,Less than high school graduate,0.120379732
25k-34k,0.080014277,Less than high school graduate,0.111505675
25k-34k,0.077789608,Less than high school graduate,0.079762332
25k-34k,0.06615958,Less than high school graduate,0.108010983
25k-34k,0.096422489,Less than high school graduate,0.117639436
25k-34k,0.060337333,Less than high school graduate,0.052504041
25k-34k,0.100343833,Less than high school graduate,0.097972882
25k-34k,0.10318998,Less than high school graduate,0.130378246
25k-34k,0.062605776,Less than high school graduate,0.103338693
25k-34k,0.036751647,Less than high school graduate,0.057341562
25k-34k,0.07776873,Less than high school graduate,0.076778596
25k-34k,0.048698953,Less than high school graduate,0.045533124
25k-34k,0.078188111,Less than high school graduate,0.072255809
25k-34k,0.103350673,Less than high school graduate,0.123402193
25k-34k,0.109871818,Less than high school graduate,0.101890935
25k-34k,0.095421605,Less than high school graduate,0.095080844
25k-34k,0.055439701,Less than high school graduate,0.066969616
25k-34k,0.094361091,Less than high school graduate,0.142011845
25k-34k,0.081801574,Less than high school graduate,0.098334225
25k-34k,0.042854103,Less than high school graduate,0.055491168
25k-34k,0.08601677,Less than high school graduate,0.077724278
25k-34k,0.116158362,Less than high school graduate,0.147834314
25k-34k,0.074396403,Less than high school graduate,0.108290835
25k-34k,0.089383555,Less than high school graduate,0.089917026
25k-34k,0.104435446,Less than high school graduate,0.131678439
25k-34k,0.101108976,Less than high school graduate,0.106735737
25k-34k,0.051720768,Less than high school graduate,0.076396335
25k-34k,0.083220931,Less than high school graduate,0.066910416
25k-34k,0.095922441,Less than high school graduate,0.080870545
25k-34k,0.070440418,Less than high school graduate,0.088140747
25k-34k,0.091691894,Less than high school graduate,0.064944232
25k-34k,0.074927436,Less than high school graduate,0.084747313
25k-34k,0.093859817,Less than high school graduate,0.209956459
25k-34k,0.075469803,Less than high school graduate,0.17327208
25k-34k,0.064277777,Less than high school graduate,0.096936184
25k-34k,0.059859307,Less than high school graduate,0.092615009
25k-34k,0.078404223,Less than high school graduate,0.11259417
25k-34k,0.096409123,Less than high school graduate,0.26092641
25k-34k,0.095046355,Less than high school graduate,0.287302025
25k-34k,0.090119866,Less than high school graduate,0.225344203
25k-34k,0.10979245,Less than high school graduate,0.239236993
25k-34k,0.062318828,Less than high school graduate,0.148850377
25k-34k,0.095501637,Less than high school graduate,0.159096186
25k-34k,0.040763293,Less than high school graduate,0.031342145
25k-34k,0.087953508,Less than high school graduate,0.163638266
25k-34k,0.074431327,Less than high school graduate,0.208935474
25k-34k,0.057400396,Less than high school graduate,0.063920207
25k-34k,0.059365413,Less than high school graduate,0.138580579
25k-34k,0.085335622,Less than high school graduate,0.12445272
25k-34k,0.069527594,Less than high school graduate,0.160408936
25k-34k,0.110547743,Less than high school graduate,0.150743017
25k-34k,0.114581749,Less than high school graduate,0.122984167
25k-34k,0.08154852,Less than high school graduate,0.096616923
25k-34k,0.061544736,Less than high school graduate,0.113203715
25k-34k,0.056023425,Less than high school graduate,0.0625
25k-34k,0.056157403,Less than high school graduate,0.093411646
25k-34k,0.099677744,Less than high school graduate,0.110919722
25k-34k,0.089943486,Less than high school graduate,0.093784112
25k-34k,0.090046358,Less than high school graduate,0.084248999
25k-34k,0.105765293,Less than high school graduate,0.196968544
25k-34k,0.089180753,Less than high school graduate,0.088645666
25k-34k,0.094967168,Less than high school graduate,0.105662323
25k-34k,0.083050957,Less than high school graduate,0.086085743
25k-34k,0.111688547,Less than high school graduate,0.139407317
25k-34k,0.055709221,Less than high school graduate,0.068848321
25k-34k,0.05320165,Less than high school graduate,0.128922698
25k-34k,0.102155974,Less than high school graduate,0.084902315
25k-34k,0.075259115,Less than high school graduate,0.092880778
25k-34k,0.093239528,Less than high school graduate,0.082340357
25k-34k,0.104529745,Less than high school graduate,0.1202263
25k-34k,0.082998014,Less than high school graduate,0.088916609
25k-34k,0.072662068,Less than high school graduate,0.065406147
25k-34k,0.081769926,Less than high school graduate,0.114035852
25k-34k,0.039111453,Less than high school graduate,0.08565484
25k-34k,0.088324418,Less than high school graduate,0.080710163
25k-34k,0.092577212,Less than high school graduate,0.090422209
25k-34k,0.093546911,Less than high school graduate,0.083685088
25k-34k,0.054631196,Less than high school graduate,0.048536293
25k-34k,0.097263588,Less than high school graduate,0.105854077
25k-34k,0.094878359,Less than high school graduate,0.112261341
25k-34k,0.090413813,Less than high school graduate,0.111608115
25k-34k,0.051597692,Less than high school graduate,0.063280538
25k-34k,0.094274893,Less than high school graduate,0.113559981
25k-34k,0.08904389,Less than high school graduate,0.200202236
25k-34k,0.107881727,Less than high school graduate,0.12462673
25k-34k,0.04845682,Less than high school graduate,0.113214733
25k-34k,0.058830866,Less than high school graduate,0.10298873
25k-34k,0.082840145,Less than high school graduate,0.194026109
25k-34k,0.082804587,Less than high school graduate,0.207641976
25k-34k,0.081360751,Less than high school graduate,0.238077262
25k-34k,0.05015618,Less than high school graduate,0.110112198
25k-34k,0.069818931,Less than high school graduate,0.203952547
25k-34k,0.051852606,Less than high school graduate,0.098258559
25k-34k,0.061079937,Less than high school graduate,0.114695256
25k-34k,0.049320883,Less than high school graduate,0.06502181
25k-34k,0.087897575,Less than high school graduate,0.100024627
25k-34k,0.055680673,Less than high school graduate,0.053317497
25k-34k,0.080681181,Less than high school graduate,0.159614795
25k-34k,0.068953265,Less than high school graduate,0.059855305
25k-34k,0.066070407,Less than high school graduate,0.087588482
25k-34k,0.075635264,Less than high school graduate,0.064363568
25k-34k,0.07487063,Less than high school graduate,0.073466205
25k-34k,0.036069742,Less than high school graduate,0.013655386
25k-34k,0.080226551,Less than high school graduate,0.067284707
25k-34k,0.114406609,Less than high school graduate,0.16937208
25k-34k,0.107655228,Less than high school graduate,0.160521349
25k-34k,0.04672243,Less than high school graduate,0.063901859
25k-34k,0.035100146,Less than high school graduate,0.058243418
25k-34k,0.099801316,Less than high school graduate,0.097020697
25k-34k,0.071777515,Less than high school graduate,0.077859817
25k-34k,0.10507046,Less than high school graduate,0.098466043
25k-34k,0.110063722,Less than high school graduate,0.10547944
25k-34k,0.046943357,Less than high school graduate,0.051446062
25k-34k,0.068483255,Less than high school graduate,0.130265158
25k-34k,0.090764849,Less than high school graduate,0.079585942
25k-34k,0.091222938,Less than high school graduate,0.10435341
25k-34k,0.072583685,Less than high school graduate,0.074873697
25k-34k,0.076472816,Less than high school graduate,0.064169109
25k-34k,0.094953485,Less than high school graduate,0.105212283
25k-34k,0.07138506,Less than high school graduate,0.086579212
25k-34k,0.091002685,Less than high school graduate,0.167624578
25k-34k,0.084286835,Less than high school graduate,0.086688845
25k-34k,0.09164932,Less than high school graduate,0.068086257
25k-34k,0.064259685,Less than high school graduate,0.043324422
25k-34k,0.063327534,Less than high school graduate,0.088689803
25k-34k,0.051128144,Less than high school graduate,0.069536291
25k-34k,0.080043511,Less than high school graduate,0.152244542
25k-34k,0.090157157,Less than high school graduate,0.093232968
25k-34k,0.098438407,Less than high school graduate,0.111190095
25k-34k,0.082360098,Less than high school graduate,0.109822805
25k-34k,0.057442249,Less than high school graduate,0.099081306
25k-34k,0.105819848,Less than high school graduate,0.104328538
25k-34k,0.053688844,Less than high school graduate,0.072066197
25k-34k,0.081714202,Less than high school graduate,0.105968711
25k-34k,0.093624976,Less than high school graduate,0.115840013
25k-34k,0.094956215,Less than high school graduate,0.080369482
25k-34k,0.074827424,Less than high school graduate,0.081463485
25k-34k,0.054265948,Less than high school graduate,0.068629403
25k-34k,0.062891226,Less than high school graduate,0.088590244
25k-34k,0.067741114,Less than high school graduate,0.048045334
25k-34k,0.065326838,Less than high school graduate,0.062081978
25k-34k,0.094419291,Less than high school graduate,0.083731677
25k-34k,0.104887548,Less than high school graduate,0.11218392
25k-34k,0.059003327,Less than high school graduate,0.095115573
25k-34k,0.088155882,Less than high school graduate,0.193495726
25k-34k,0.111198198,Less than high school graduate,0.087048844
25k-34k,0.069781486,Less than high school graduate,0.101659554
25k-34k,0.063141031,Less than high school graduate,0.086714787
25k-34k,0.099630117,Less than high school graduate,0.101897784
25k-34k,0.097862677,Less than high school graduate,0.108298946
25k-34k,0.099938336,Less than high school graduate,0.164522031
25k-34k,0.087686646,Less than high school graduate,0.096013756
25k-34k,0.069597617,Less than high school graduate,0.082462025
25k-34k,0.08579463,Less than high school graduate,0.065224329
25k-34k,0.110167915,Less than high school graduate,0.111031748
25k-34k,0.110070073,Less than high school graduate,0.198774956
25k-34k,0.071024996,Less than high school graduate,0.133244732
25k-34k,0.059395591,Less than high school graduate,0.070502339
25k-34k,0.086985701,Less than high school graduate,0.065095046
25k-34k,0.075250963,Less than high school graduate,0.111004277
25k-34k,0.063929194,Less than high school graduate,0.057460839
25k-34k,0.105442086,Less than high school graduate,0.146594683
25k-34k,0.069189545,Less than high school graduate,0.128563914
25k-34k,0.086537673,Less than high school graduate,0.122508631
25k-34k,0.086512465,Less than high school graduate,0.053155714
25k-34k,0.08355865,Less than high school graduate,0.072632544
25k-34k,0.112176047,Less than high school graduate,0.096512917
25k-34k,0.09987066,Less than high school graduate,0.101253798
25k-34k,0.037674407,Less than high school graduate,0.048250852
25k-34k,0.070644203,Less than high school graduate,0.116096405
25k-34k,0.067028675,Less than high school graduate,0.057178428
25k-34k,0.078510153,Less than high school graduate,0.079167539
25k-34k,0.106985762,Less than high school graduate,0.115695727
25k-34k,0.085564125,Less than high school graduate,0.093319746
25k-34k,0.065302615,Less than high school graduate,0.085525725
25k-34k,0.049496493,Less than high school graduate,0.087933465
25k-34k,0.046417889,Less than high school graduate,0.034953027
25k-34k,0.095149969,Less than high school graduate,0.078657043
25k-34k,0.083873053,Less than high school graduate,0.140384381
25k-34k,0.068275005,Less than high school graduate,0.159804627
25k-34k,0.065809394,Less than high school graduate,0.123802006
25k-34k,0.090152492,Less than high school graduate,0.082254048
25k-34k,0.109072799,Less than high school graduate,0.141416087
25k-34k,0.057216014,Less than high school graduate,0.090744798
25k-34k,0.100943115,Less than high school graduate,0.103345506
25k-34k,0.049606876,Less than high school graduate,0.075439972
25k-34k,0.046511955,Less than high school graduate,0.089414614
25k-34k,0.101951478,Less than high school graduate,0.086638098
25k-34k,0.081929537,Less than high school graduate,0.066259012
25k-34k,0.103725166,Less than high school graduate,0.118331087
25k-34k,0.085247573,Less than high school graduate,0.109405833
25k-34k,0.074434931,Less than high school graduate,0.141697353
25k-34k,0.082941865,Less than high school graduate,0.137234548
25k-34k,0.079875988,Less than high school graduate,0.070343801
25k-34k,0.097484863,Less than high school graduate,0.093386749
25k-34k,0.113658858,Less than high school graduate,0.116184884
25k-34k,0.067245429,Less than high school graduate,0.111797664
25k-34k,0.039982411,Less than high school graduate,0.078690153
25k-34k,0.054813732,Less than high school graduate,0.076667753
25k-34k,0.089781811,Less than high school graduate,0.070902752
25k-34k,0.088735894,Less than high school graduate,0.157081951
25k-34k,0.072385249,Less than high school graduate,0.165046527
25k-34k,0.08541628,Less than high school graduate,0.101484644
25k-34k,0.082423259,Less than high school graduate,0.156448237
25k-34k,0.073019513,Less than high school graduate,0.062133128
25k-34k,0.091183031,Less than high school graduate,0.090573898
25k-34k,0.067068031,Less than high school graduate,0.073330895
25k-34k,0.073128287,Less than high school graduate,0.070961402
25k-34k,0.085074234,Less than high school graduate,0.097675368
25k-34k,0.074742351,Less than high school graduate,0.117651061
25k-34k,0.080589023,Less than high school graduate,0.102834306
25k-34k,0.098248851,Less than high school graduate,0.08193416
25k-34k,0.095856326,Less than high school graduate,0.099809272
25k-34k,0.098219252,Less than high school graduate,0.104005068
25k-34k,0.099636214,Less than high school graduate,0.196031598
25k-34k,0.107095744,Less than high school graduate,0.095837124
25k-34k,0.052308563,Less than high school graduate,0.092186731
35k-49k,0.097958244,Less than high school graduate,0.071908422
35k-49k,0.068409308,Less than high school graduate,0.066571495
35k-49k,0.113944498,Less than high school graduate,0.094700904
35k-49k,0.115066267,Less than high school graduate,0.059934216
35k-49k,0.120295958,Less than high school graduate,0.128066059
35k-49k,0.129293921,Less than high school graduate,0.081793115
35k-49k,0.117094707,Less than high school graduate,0.062474693
35k-49k,0.110861184,Less than high school graduate,0.070764864
35k-49k,0.139416314,Less than high school graduate,0.11234297
35k-49k,0.146859909,Less than high school graduate,0.118305868
35k-49k,0.112841852,Less than high school graduate,0.082359824
35k-49k,0.128077708,Less than high school graduate,0.132582804
35k-49k,0.099633,Less than high school graduate,0.086842988
35k-49k,0.100666506,Less than high school graduate,0.086915618
35k-49k,0.126895076,Less than high school graduate,0.089023633
35k-49k,0.125536626,Less than high school graduate,0.11188789
35k-49k,0.091533414,Less than high school graduate,0.057523522
35k-49k,0.128561004,Less than high school graduate,0.066235395
35k-49k,0.127738983,Less than high school graduate,0.092071348
35k-49k,0.080355487,Less than high school graduate,0.055172557
35k-49k,0.122335911,Less than high school graduate,0.08956263
35k-49k,0.147789854,Less than high school graduate,0.123719941
35k-49k,0.139863928,Less than high school graduate,0.112629008
35k-49k,0.110445447,Less than high school graduate,0.12920855
35k-49k,0.108350031,Less than high school graduate,0.095615024
35k-49k,0.102869041,Less than high school graduate,0.081387444
35k-49k,0.112070499,Less than high school graduate,0.053580912
35k-49k,0.147999017,Less than high school graduate,0.082437124
35k-49k,0.120502936,Less than high school graduate,0.072378285
35k-49k,0.138204874,Less than high school graduate,0.089769958
35k-49k,0.130160465,Less than high school graduate,0.129451764
35k-49k,0.126303248,Less than high school graduate,0.058959002
35k-49k,0.148451366,Less than high school graduate,0.13979373
35k-49k,0.126950253,Less than high school graduate,0.072665766
35k-49k,0.098018347,Less than high school graduate,0.059549666
35k-49k,0.089625896,Less than high school graduate,0.080603675
35k-49k,0.130321851,Less than high school graduate,0.107038136
35k-49k,0.138090564,Less than high school graduate,0.226758839
35k-49k,0.067728781,Less than high school graduate,0.083808484
35k-49k,0.107511337,Less than high school graduate,0.071028392
35k-49k,0.131109982,Less than high school graduate,0.110881811
35k-49k,0.101795654,Less than high school graduate,0.070043995
35k-49k,0.083241134,Less than high school graduate,0.059069422
35k-49k,0.102020408,Less than high school graduate,0.105165008
35k-49k,0.104985529,Less than high school graduate,0.076157274
35k-49k,0.146905317,Less than high school graduate,0.107896504
35k-49k,0.127708607,Less than high school graduate,0.138136021
35k-49k,0.114953371,Less than high school graduate,0.077582284
35k-49k,0.103202997,Less than high school graduate,0.07376917
35k-49k,0.07319756,Less than high school graduate,0.067257549
35k-49k,0.11993709,Less than high school graduate,0.080243222
35k-49k,0.140086512,Less than high school graduate,0.121793177
35k-49k,0.06051069,Less than high school graduate,0.077920465
35k-49k,0.134416352,Less than high school graduate,0.093083561
35k-49k,0.128523958,Less than high school graduate,0.109958971
35k-49k,0.080441516,Less than high school graduate,0.084140208
35k-49k,0.133253293,Less than high school graduate,0.091787616
35k-49k,0.142530049,Less than high school graduate,0.123602115
35k-49k,0.105820687,Less than high school graduate,0.116534794
35k-49k,0.079953578,Less than high school graduate,0.124102755
35k-49k,0.133056834,Less than high school graduate,0.086913052
35k-49k,0.118751123,Less than high school graduate,0.082047697
35k-49k,0.110986443,Less than high school graduate,0.09624685
35k-49k,0.054703712,Less than high school graduate,0.074554914
35k-49k,0.098541774,Less than high school graduate,0.08319242
35k-49k,0.059649668,Less than high school graduate,0.075394388
35k-49k,0.128838371,Less than high school graduate,0.104127138
35k-49k,0.080458732,Less than high school graduate,0.058062327
35k-49k,0.088253857,Less than high school graduate,0.087525661
35k-49k,0.094978273,Less than high school graduate,0.055598443
35k-49k,0.143633731,Less than high school graduate,0.096637981
35k-49k,0.065822284,Less than high school graduate,0.059730161
35k-49k,0.085739921,Less than high school graduate,0.102470956
35k-49k,0.136273718,Less than high school graduate,0.100750025
35k-49k,0.111159667,Less than high school graduate,0.122488375
35k-49k,0.132228397,Less than high school graduate,0.132306799
35k-49k,0.049033978,Less than high school graduate,0.053519627
35k-49k,0.083274338,Less than high school graduate,0.114488726
35k-49k,0.150889161,Less than high school graduate,0.104666043
35k-49k,0.126182678,Less than high school graduate,0.124429084
35k-49k,0.132768587,Less than high school graduate,0.094701854
35k-49k,0.135108361,Less than high school graduate,0.115188541
35k-49k,0.128190224,Less than high school graduate,0.082920966
35k-49k,0.079244453,Less than high school graduate,0.058611716
35k-49k,0.057496293,Less than high school graduate,0.049609591
35k-49k,0.122912245,Less than high school graduate,0.102448542
35k-49k,0.122409048,Less than high school graduate,0.051999334
35k-49k,0.113112698,Less than high school graduate,0.136876804
35k-49k,0.133266966,Less than high school graduate,0.26255186
35k-49k,0.132574574,Less than high school graduate,0.081950423
35k-49k,0.12913046,Less than high school graduate,0.104214288
35k-49k,0.122043025,Less than high school graduate,0.072718749
35k-49k,0.13783748,Less than high school graduate,0.151007001
35k-49k,0.113976629,Less than high school graduate,0.102653392
35k-49k,0.103278391,Less than high school graduate,0.168929848
35k-49k,0.125405492,Less than high school graduate,0.070499119
35k-49k,0.139796758,Less than high school graduate,0.097686046
35k-49k,0.138032756,Less than high school graduate,0.147729059
35k-49k,0.06055142,Less than high school graduate,0.100447945
35k-49k,0.125288847,Less than high school graduate,0.081915482
35k-49k,0.128180996,Less than high school graduate,0.137714446
35k-49k,0.102026322,Less than high school graduate,0.096553964
35k-49k,0.11721986,Less than high school graduate,0.101139205
35k-49k,0.103537403,Less than high school graduate,0.163221789
35k-49k,0.131773147,Less than high school graduate,0.094938902
35k-49k,0.124249836,Less than high school graduate,0.063751893
35k-49k,0.111181962,Less than high school graduate,0.119550074
35k-49k,0.0630264,Less than high school graduate,0.078622757
35k-49k,0.131161561,Less than high school graduate,0.110564053
35k-49k,0.139228125,Less than high school graduate,0.096819526
35k-49k,0.127046512,Less than high school graduate,0.223136047
35k-49k,0.111868819,Less than high school graduate,0.101559693
35k-49k,0.135557359,Less than high school graduate,0.081581197
35k-49k,0.133205692,Less than high school graduate,0.271112032
35k-49k,0.047424206,Less than high school graduate,0.062963567
35k-49k,0.137874735,Less than high school graduate,0.121428442
35k-49k,0.121087356,Less than high school graduate,0.069648321
35k-49k,0.08057603,Less than high school graduate,0.106105163
35k-49k,0.123101647,Less than high school graduate,0.072022071
35k-49k,0.134595033,Less than high school graduate,0.13692741
35k-49k,0.033961702,Less than high school graduate,0.05023361
35k-49k,0.130721921,Less than high school graduate,0.080105678
35k-49k,0.127546728,Less than high school graduate,0.091627845
35k-49k,0.067248942,Less than high school graduate,0.09403427
35k-49k,0.114209866,Less than high school graduate,0.039504932
35k-49k,0.121068213,Less than high school graduate,0.118616536
35k-49k,0.077176169,Less than high school graduate,0.180653558
35k-49k,0.143642056,Less than high school graduate,0.160600828
35k-49k,0.09035836,Less than high school graduate,0.083997053
35k-49k,0.139704327,Less than high school graduate,0.242210199
35k-49k,0.083628328,Less than high school graduate,0.072147305
35k-49k,0.124684388,Less than high school graduate,0.113343361
35k-49k,0.121651453,Less than high school graduate,0.089113394
35k-49k,0.135129769,Less than high school graduate,0.143041842
35k-49k,0.134843807,Less than high school graduate,0.128729679
35k-49k,0.130972451,Less than high school graduate,0.0708839
35k-49k,0.135045351,Less than high school graduate,0.131409184
35k-49k,0.092756002,Less than high school graduate,0.107507438
35k-49k,0.092529411,Less than high school graduate,0.062408307
35k-49k,0.093206984,Less than high school graduate,0.059568252
35k-49k,0.134416439,Less than high school graduate,0.117351146
35k-49k,0.135643431,Less than high school graduate,0.127252486
35k-49k,0.091593359,Less than high school graduate,0.058519761
35k-49k,0.127694519,Less than high school graduate,0.067647942
35k-49k,0.135699977,Less than high school graduate,0.103587528
35k-49k,0.12015971,Less than high school graduate,0.100731362
35k-49k,0.135752993,Less than high school graduate,0.137846792
35k-49k,0.139964271,Less than high school graduate,0.085942069
35k-49k,0.141496103,Less than high school graduate,0.102076335
35k-49k,0.118240628,Less than high school graduate,0.124861777
35k-49k,0.093350819,Less than high school graduate,0.066144775
35k-49k,0.090847481,Less than high school graduate,0.063209287
35k-49k,0.141872352,Less than high school graduate,0.069554063
35k-49k,0.144333825,Less than high school graduate,0.098711552
35k-49k,0.085149075,Less than high school graduate,0.056956568
35k-49k,0.102713064,Less than high school graduate,0.046227543
35k-49k,0.13044557,Less than high school graduate,0.139595705
35k-49k,0.131273711,Less than high school graduate,0.071444625
35k-49k,0.112739572,Less than high school graduate,0.052453946
35k-49k,0.112681798,Less than high school graduate,0.082779788
35k-49k,0.099829422,Less than high school graduate,0.061793009
35k-49k,0.105720236,Less than high school graduate,0.101247532
35k-49k,0.131591971,Less than high school graduate,0.150517796
